;DOY;original;one-hour;four-hour;half-daily;daily;three-daily
;172.7986;-0.5070;-0.5182;-0.5767;-0.5422;-0.3986;-0.1134
;172.8056;-0.5060;-0.5154;-0.6007;-0.5713;-0.4062;-0.1132
;172.8125;-0.5220;-0.5186;-0.6234;-0.6002;-0.4137;-0.1130
;172.8194;-0.5220;-0.5260;-0.6439;-0.6287;-0.4210;-0.1128
;172.8264;-0.5360;-0.5424;-0.6637;-0.6569;-0.4280;-0.1126
;172.8333;-0.5440;-0.5630;-0.6838;-0.6847;-0.4349;-0.1124
;172.8403;-0.5880;-0.5894;-0.7048;-0.7121;-0.4416;-0.1122
;172.8472;-0.6250;-0.6234;-0.7274;-0.7389;-0.4482;-0.1119
;172.8542;-0.6540;-0.6674;-0.7524;-0.7651;-0.4545;-0.1117
;172.8611;-0.7060;-0.7134;-0.7818;-0.7906;-0.4608;-0.1114
;172.8681;-0.7640;-0.7592;-0.8146;-0.8153;-0.4668;-0.1111
;172.8750;-0.8180;-0.8168;-0.8490;-0.8393;-0.4727;-0.1108
;172.8819;-0.8540;-0.8712;-0.8870;-0.8624;-0.4785;-0.1105
;172.8889;-0.9420;-0.9146;-0.9259;-0.8846;-0.4841;-0.1102
;172.8958;-0.9780;-0.9586;-0.9648;-0.9058;-0.4896;-0.1098
;172.9028;-0.9810;-1.0052;-1.0041;-0.9261;-0.4949;-0.1095
;172.9097;-1.0380;-1.0376;-1.0443;-0.9454;-0.5001;-0.1091
;172.9167;-1.0870;-1.0724;-1.0858;-0.9636;-0.5053;-0.1088
;172.9236;-1.1040;-1.1194;-1.1288;-0.9807;-0.5103;-0.1085
;172.9306;-1.1520;-1.1718;-1.1718;-0.9967;-0.5152;-0.1081
;172.9375;-1.2160;-1.2276;-1.2145;-1.0117;-0.5200;-0.1078
;172.9444;-1.3000;-1.2858;-1.2559;-1.0256;-0.5248;-0.1074
;172.9514;-1.3660;-1.3492;-1.2943;-1.0385;-0.5294;-0.1071
;172.9583;-1.3950;-1.4020;-1.3295;-1.0504;-0.5341;-0.1067
;172.9653;-1.4690;-1.4378;-1.3617;-1.0614;-0.5386;-0.1064
;172.9722;-1.4800;-1.4654;-1.3917;-1.0714;-0.5430;-0.1061
;172.9792;-1.4790;-1.4920;-1.4182;-1.0805;-0.5474;-0.1057
;172.9861;-1.5040;-1.5128;-1.4438;-1.0887;-0.5517;-0.1054
;172.9931;-1.5280;-1.5408;-1.4687;-1.0960;-0.5559;-0.1050
;173.0000;-1.5730;-1.5772;-1.4916;-1.1023;-0.5601;-0.1047
;173.0069;-1.6200;-1.6150;-1.5114;-1.1077;-0.5642;-0.1043
;173.0139;-1.6610;-1.6472;-1.5298;-1.1123;-0.5682;-0.1039
;173.0208;-1.6930;-1.6660;-1.5455;-1.1159;-0.5722;-0.1036
;173.0278;-1.6890;-1.6708;-1.5568;-1.1187;-0.5760;-0.1032
;173.0347;-1.6670;-1.6632;-1.5629;-1.1207;-0.5798;-0.1028
;173.0417;-1.6440;-1.6454;-1.5650;-1.1219;-0.5835;-0.1024
;173.0486;-1.6230;-1.6282;-1.5647;-1.1222;-0.5871;-0.1020
;173.0556;-1.6040;-1.6186;-1.5599;-1.1217;-0.5906;-0.1017
;173.0625;-1.6030;-1.6106;-1.5530;-1.1204;-0.5941;-0.1013
;173.0694;-1.6190;-1.6078;-1.5452;-1.1182;-0.5975;-0.1009
;173.0764;-1.6040;-1.6038;-1.5352;-1.1154;-0.6009;-0.1005
;173.0833;-1.6090;-1.5960;-1.5228;-1.1117;-0.6042;-0.1001
;173.0903;-1.5840;-1.5810;-1.5072;-1.1074;-0.6074;-0.0998
;173.0972;-1.5640;-1.5598;-1.4880;-1.1023;-0.6105;-0.0994
;173.1042;-1.5440;-1.5286;-1.4640;-1.0965;-0.6135;-0.0991
;173.1111;-1.4980;-1.4954;-1.4373;-1.0900;-0.6165;-0.0987
;173.1181;-1.4530;-1.4600;-1.4088;-1.0826;-0.6193;-0.0984
;173.1250;-1.4180;-1.4210;-1.3811;-1.0745;-0.6219;-0.0980
;173.1319;-1.3870;-1.3828;-1.3534;-1.0655;-0.6245;-0.0977
;173.1389;-1.3490;-1.3490;-1.3266;-1.0557;-0.6268;-0.0974
;173.1458;-1.3070;-1.3164;-1.3005;-1.0450;-0.6290;-0.0970
;173.1528;-1.2840;-1.2826;-1.2724;-1.0336;-0.6309;-0.0967
;173.1597;-1.2550;-1.2494;-1.2420;-1.0213;-0.6327;-0.0964
;173.1667;-1.2180;-1.2162;-1.2116;-1.0083;-0.6342;-0.0960
;173.1736;-1.1830;-1.1714;-1.1784;-0.9944;-0.6356;-0.0957
;173.1806;-1.1410;-1.1256;-1.1453;-0.9798;-0.6368;-0.0954
;173.1875;-1.0600;-1.0774;-1.1111;-0.9644;-0.6378;-0.0950
;173.1944;-1.0260;-1.0354;-1.0781;-0.9483;-0.6386;-0.0947
;173.2014;-0.9770;-0.9976;-1.0454;-0.9314;-0.6393;-0.0944
;173.2083;-0.9730;-0.9764;-1.0124;-0.9139;-0.6398;-0.0941
;173.2153;-0.9520;-0.9614;-0.9798;-0.8958;-0.6403;-0.0938
;173.2222;-0.9540;-0.9458;-0.9465;-0.8771;-0.6406;-0.0935
;173.2292;-0.9510;-0.9232;-0.9131;-0.8578;-0.6407;-0.0932
;173.2361;-0.8990;-0.9016;-0.8796;-0.8381;-0.6407;-0.0930
;173.2431;-0.8600;-0.8664;-0.8458;-0.8180;-0.6406;-0.0927
;173.2500;-0.8440;-0.8276;-0.8116;-0.7974;-0.6403;-0.0925
;173.2569;-0.7780;-0.7898;-0.7766;-0.7765;-0.6399;-0.0924
;173.2639;-0.7570;-0.7614;-0.7417;-0.7552;-0.6394;-0.0922
;173.2708;-0.7100;-0.7288;-0.7067;-0.7336;-0.6386;-0.0920
;173.2778;-0.7180;-0.6986;-0.6740;-0.7117;-0.6377;-0.0919
;173.2847;-0.6810;-0.6682;-0.6402;-0.6897;-0.6366;-0.0918
;173.2917;-0.6270;-0.6368;-0.6081;-0.6675;-0.6353;-0.0917
;173.2986;-0.6050;-0.5962;-0.5746;-0.6453;-0.6337;-0.0916
;173.3056;-0.5530;-0.5538;-0.5402;-0.6232;-0.6320;-0.0915
;173.3125;-0.5150;-0.5162;-0.5048;-0.6012;-0.6301;-0.0914
;173.3194;-0.4690;-0.4754;-0.4686;-0.5793;-0.6280;-0.0914
;173.3264;-0.4390;-0.4330;-0.4335;-0.5577;-0.6256;-0.0913
;173.3333;-0.4010;-0.3922;-0.3991;-0.5362;-0.6231;-0.0913
;173.3403;-0.3410;-0.3518;-0.3654;-0.5150;-0.6203;-0.0913
;173.3472;-0.3110;-0.3122;-0.3342;-0.4941;-0.6174;-0.0913
;173.3542;-0.2670;-0.2684;-0.3040;-0.4736;-0.6141;-0.0914
;173.3611;-0.2410;-0.2350;-0.2756;-0.4535;-0.6106;-0.0914
;173.3681;-0.1820;-0.2002;-0.2468;-0.4340;-0.6068;-0.0915
;173.3750;-0.1740;-0.1650;-0.2196;-0.4150;-0.6026;-0.0916
;173.3819;-0.1370;-0.1306;-0.1945;-0.3965;-0.5981;-0.0917
;173.3889;-0.0910;-0.1032;-0.1703;-0.3786;-0.5931;-0.0919
;173.3958;-0.0690;-0.0730;-0.1482;-0.3613;-0.5877;-0.0920
;173.4028;-0.0450;-0.0456;-0.1276;-0.3445;-0.5819;-0.0922
;173.4097;-0.0230;-0.0274;-0.1088;-0.3283;-0.5756;-0.0923
;173.4167;0.0000;-0.0136;-0.0913;-0.3128;-0.5688;-0.0925
;173.4236;0.0000;-0.0046;-0.0752;-0.2979;-0.5616;-0.0927
;173.4306;0.0000;0.0000;-0.0616;-0.2838;-0.5538;-0.0929
;173.4375;0.0000;0.0000;-0.0492;-0.2703;-0.5456;-0.0931
;173.4444;0.0000;0.0000;-0.0376;-0.2576;-0.5369;-0.0934
;173.4514;0.0000;0.0000;-0.0261;-0.2456;-0.5277;-0.0936
;173.4583;0.0000;0.0000;-0.0161;-0.2343;-0.5180;-0.0938
;173.4653;0.0000;0.0000;-0.0055;-0.2238;-0.5080;-0.0941
;173.4722;0.0000;0.0000;0.0046;-0.2139;-0.4976;-0.0943
;173.4792;0.0000;0.0000;0.0134;-0.2046;-0.4868;-0.0946
;173.4861;0.0000;0.0000;0.0206;-0.1960;-0.4757;-0.0949
;173.4931;0.0000;0.0000;0.0270;-0.1881;-0.4644;-0.0951
;173.5000;0.0000;0.0000;0.0325;-0.1807;-0.4527;-0.0954
;173.5069;0.0000;0.0000;0.0373;-0.1740;-0.4407;-0.0957
;173.5139;0.0000;0.0046;0.0419;-0.1678;-0.4285;-0.0960
;173.5208;0.0000;0.0136;0.0464;-0.1622;-0.4161;-0.0964
;173.5278;0.0230;0.0274;0.0509;-0.1572;-0.4034;-0.0967
;173.5347;0.0450;0.0456;0.0543;-0.1525;-0.3906;-0.0971
;173.5417;0.0690;0.0684;0.0552;-0.1483;-0.3776;-0.0974
;173.5486;0.0910;0.0896;0.0543;-0.1445;-0.3644;-0.0978
;173.5556;0.1140;0.1032;0.0509;-0.1411;-0.3512;-0.0982
;173.5625;0.1290;0.1122;0.0464;-0.1381;-0.3379;-0.0987
;173.5694;0.1130;0.1168;0.0419;-0.1355;-0.3245;-0.0991
;173.5764;0.1140;0.1182;0.0373;-0.1333;-0.3111;-0.0995
;173.5833;0.1140;0.1152;0.0316;-0.1314;-0.2977;-0.1000
;173.5903;0.1210;0.1152;0.0252;-0.1298;-0.2843;-0.1005
;173.5972;0.1140;0.1150;0.0179;-0.1285;-0.2709;-0.1010
;173.6042;0.1130;0.1090;0.0091;-0.1275;-0.2576;-0.1015
;173.6111;0.1130;0.0894;0.0000;-0.1267;-0.2444;-0.1020
;173.6181;0.0840;0.0620;-0.0106;-0.1260;-0.2313;-0.1025
;173.6250;0.0230;0.0226;-0.0215;-0.1255;-0.2183;-0.1030
;173.6319;-0.0230;-0.0226;-0.0337;-0.1251;-0.2055;-0.1036
;173.6389;-0.0840;-0.0620;-0.0464;-0.1247;-0.1928;-0.1041
;173.6458;-0.1130;-0.0894;-0.0606;-0.1243;-0.1803;-0.1047
;173.6528;-0.1130;-0.1136;-0.0758;-0.1239;-0.1678;-0.1052
;173.6597;-0.1140;-0.1288;-0.0912;-0.1234;-0.1555;-0.1058
;173.6667;-0.1440;-0.1424;-0.1083;-0.1228;-0.1433;-0.1064
;173.6736;-0.1600;-0.1638;-0.1264;-0.1221;-0.1312;-0.1070
;173.6806;-0.1810;-0.1866;-0.1444;-0.1211;-0.1193;-0.1076
;173.6875;-0.2200;-0.2060;-0.1632;-0.1199;-0.1075;-0.1081
;173.6944;-0.2280;-0.2196;-0.1828;-0.1186;-0.0959;-0.1087
;173.7014;-0.2410;-0.2306;-0.2032;-0.1170;-0.0844;-0.1093
;173.7083;-0.2280;-0.2318;-0.2229;-0.1153;-0.0730;-0.1099
;173.7153;-0.2360;-0.2348;-0.2409;-0.1133;-0.0618;-0.1105
;173.7222;-0.2260;-0.2368;-0.2578;-0.1112;-0.0508;-0.1111
;173.7292;-0.2430;-0.2456;-0.2721;-0.1090;-0.0399;-0.1117
;173.7361;-0.2510;-0.2608;-0.2855;-0.1066;-0.0293;-0.1123
;173.7431;-0.2720;-0.2834;-0.2974;-0.1040;-0.0188;-0.1129
;173.7500;-0.3120;-0.3004;-0.3099;-0.1013;-0.0085;-0.1135
;173.7569;-0.3390;-0.3216;-0.3200;-0.0984;0.0016;-0.1142
;173.7639;-0.3280;-0.3428;-0.3278;-0.0954;0.0114;-0.1148
;173.7708;-0.3570;-0.3596;-0.3325;-0.0922;0.0210;-0.1154
;173.7778;-0.3780;-0.3736;-0.3352;-0.0889;0.0302;-0.1161
;173.7847;-0.3960;-0.3932;-0.3352;-0.0854;0.0393;-0.1168
;173.7917;-0.4090;-0.4112;-0.3332;-0.0817;0.0481;-0.1175
;173.7986;-0.4260;-0.4238;-0.3305;-0.0778;0.0566;-0.1182
;173.8056;-0.4470;-0.4342;-0.3266;-0.0736;0.0649;-0.1189
;173.8125;-0.4410;-0.4346;-0.3212;-0.0693;0.0730;-0.1197
;173.8194;-0.4480;-0.4346;-0.3148;-0.0647;0.0807;-0.1205
;173.8264;-0.4110;-0.4242;-0.3066;-0.0598;0.0882;-0.1214
;173.8333;-0.4260;-0.4074;-0.2966;-0.0547;0.0955;-0.1222
;173.8403;-0.3950;-0.3772;-0.2841;-0.0493;0.1024;-0.1231
;173.8472;-0.3570;-0.3528;-0.2706;-0.0437;0.1091;-0.1241
;173.8542;-0.2970;-0.3132;-0.2574;-0.0379;0.1156;-0.1250
;173.8611;-0.2890;-0.2724;-0.2432;-0.0318;0.1218;-0.1260
;173.8681;-0.2280;-0.2330;-0.2271;-0.0255;0.1277;-0.1270
;173.8750;-0.1910;-0.2010;-0.2094;-0.0190;0.1335;-0.1281
;173.8819;-0.1600;-0.1614;-0.1898;-0.0121;0.1390;-0.1292
;173.8889;-0.1370;-0.1324;-0.1682;-0.0050;0.1443;-0.1303
;173.8958;-0.0910;-0.1034;-0.1439;0.0024;0.1494;-0.1315
;173.9028;-0.0830;-0.0760;-0.1188;0.0101;0.1543;-0.1327
;173.9097;-0.0460;-0.0486;-0.0916;0.0182;0.1590;-0.1339
;173.9167;-0.0230;-0.0304;-0.0636;0.0267;0.1636;-0.1352
;173.9236;0.0000;-0.0138;-0.0346;0.0356;0.1680;-0.1365
;173.9306;0.0000;-0.0046;-0.0055;0.0449;0.1722;-0.1379
;173.9375;0.0000;0.0046;0.0223;0.0546;0.1762;-0.1392
;173.9444;0.0000;0.0138;0.0492;0.0647;0.1802;-0.1406
;173.9514;0.0230;0.0304;0.0769;0.0752;0.1839;-0.1421
;173.9583;0.0460;0.0532;0.1022;0.0862;0.1876;-0.1435
;173.9653;0.0830;0.0852;0.1253;0.0976;0.1910;-0.1450
;173.9722;0.1140;0.1176;0.1484;0.1094;0.1943;-0.1465
;173.9792;0.1600;0.1552;0.1699;0.1216;0.1974;-0.1480
;173.9861;0.1850;0.1964;0.1888;0.1340;0.2004;-0.1496
;173.9931;0.2340;0.2330;0.2071;0.1467;0.2032;-0.1511
;174.0000;0.2890;0.2678;0.2252;0.1597;0.2059;-0.1527
;174.0069;0.2970;0.2984;0.2413;0.1728;0.2083;-0.1542
;174.0139;0.3340;0.3268;0.2574;0.1860;0.2106;-0.1558
;174.0208;0.3380;0.3496;0.2739;0.1993;0.2127;-0.1574
;174.0278;0.3760;0.3708;0.2905;0.2126;0.2146;-0.1591
;174.0347;0.4030;0.3816;0.3074;0.2260;0.2164;-0.1607
;174.0417;0.4030;0.3972;0.3244;0.2393;0.2178;-0.1623
;174.0486;0.3880;0.4024;0.3406;0.2525;0.2191;-0.1640
;174.0556;0.4160;0.3978;0.3557;0.2656;0.2202;-0.1657
;174.0625;0.4020;0.3922;0.3699;0.2787;0.2210;-0.1673
;174.0694;0.3800;0.3962;0.3836;0.2916;0.2216;-0.1690
;174.0764;0.3750;0.3886;0.3980;0.3043;0.2220;-0.1707
;174.0833;0.4080;0.3888;0.4104;0.3169;0.2221;-0.1724
;174.0903;0.3780;0.3954;0.4212;0.3294;0.2219;-0.1741
;174.0972;0.4030;0.4032;0.4330;0.3416;0.2215;-0.1758
;174.1042;0.4130;0.4064;0.4430;0.3535;0.2209;-0.1775
;174.1111;0.4140;0.4204;0.4525;0.3652;0.2200;-0.1792
;174.1181;0.4240;0.4298;0.4607;0.3766;0.2189;-0.1808
;174.1250;0.4480;0.4392;0.4688;0.3877;0.2176;-0.1825
;174.1319;0.4500;0.4504;0.4765;0.3985;0.2161;-0.1842
;174.1389;0.4600;0.4660;0.4861;0.4090;0.2145;-0.1858
;174.1458;0.4700;0.4852;0.4955;0.4191;0.2127;-0.1874
;174.1528;0.5020;0.5044;0.5048;0.4288;0.2107;-0.1890
;174.1597;0.5440;0.5242;0.5155;0.4380;0.2085;-0.1906
;174.1667;0.5460;0.5484;0.5277;0.4468;0.2063;-0.1921
;174.1736;0.5590;0.5646;0.5382;0.4552;0.2038;-0.1936
;174.1806;0.5910;0.5710;0.5506;0.4630;0.2013;-0.1951
;174.1875;0.5830;0.5782;0.5638;0.4703;0.1987;-0.1966
;174.1944;0.5760;0.5872;0.5756;0.4771;0.1960;-0.1980
;174.2014;0.5820;0.5884;0.5877;0.4834;0.1932;-0.1994
;174.2083;0.6040;0.5972;0.5992;0.4892;0.1904;-0.2007
;174.2153;0.5970;0.6122;0.6104;0.4945;0.1876;-0.2020
;174.2222;0.6270;0.6226;0.6202;0.4992;0.1847;-0.2033
;174.2292;0.6510;0.6314;0.6289;0.5035;0.1817;-0.2045
;174.2361;0.6340;0.6482;0.6369;0.5072;0.1787;-0.2056
;174.2431;0.6480;0.6570;0.6424;0.5105;0.1757;-0.2067
;174.2500;0.6810;0.6644;0.6448;0.5133;0.1727;-0.2077
;174.2569;0.6710;0.6840;0.6461;0.5155;0.1697;-0.2087
;174.2639;0.6880;0.6960;0.6464;0.5173;0.1667;-0.2096
;174.2708;0.7320;0.7032;0.6441;0.5185;0.1637;-0.2104
;174.2778;0.7080;0.7114;0.6406;0.5192;0.1608;-0.2111
;174.2847;0.7170;0.7194;0.6383;0.5193;0.1578;-0.2117
;174.2917;0.7120;0.7118;0.6349;0.5188;0.1548;-0.2123
;174.2986;0.7280;0.7058;0.6321;0.5177;0.1519;-0.2128
;174.3056;0.6940;0.6962;0.6289;0.5159;0.1489;-0.2131
;174.3125;0.6780;0.6820;0.6246;0.5134;0.1459;-0.2134
;174.3194;0.6690;0.6570;0.6206;0.5102;0.1430;-0.2136
;174.3264;0.6410;0.6340;0.6180;0.5062;0.1400;-0.2137
;174.3333;0.6030;0.6114;0.6143;0.5014;0.1371;-0.2137
;174.3403;0.5790;0.5844;0.6098;0.4959;0.1343;-0.2136
;174.3472;0.5650;0.5552;0.6062;0.4897;0.1314;-0.2134
;174.3542;0.5340;0.5386;0.6018;0.4827;0.1285;-0.2132
;174.3611;0.4950;0.5220;0.5954;0.4750;0.1257;-0.2128
;174.3681;0.5200;0.5158;0.5901;0.4666;0.1228;-0.2124
;174.3750;0.4960;0.5126;0.5845;0.4576;0.1199;-0.2118
;174.3819;0.5340;0.5174;0.5794;0.4480;0.1171;-0.2112
;174.3889;0.5180;0.5238;0.5728;0.4377;0.1143;-0.2105
;174.3958;0.5190;0.5382;0.5680;0.4268;0.1114;-0.2097
;174.4028;0.5520;0.5424;0.5635;0.4152;0.1086;-0.2089
;174.4097;0.5680;0.5526;0.5580;0.4030;0.1059;-0.2080
;174.4167;0.5550;0.5652;0.5518;0.3902;0.1031;-0.2069
;174.4236;0.5690;0.5702;0.5451;0.3767;0.1004;-0.2058
;174.4306;0.5820;0.5708;0.5373;0.3626;0.0977;-0.2047
;174.4375;0.5770;0.5752;0.5288;0.3479;0.0950;-0.2034
;174.4444;0.5710;0.5768;0.5191;0.3325;0.0923;-0.2021
;174.4514;0.5770;0.5772;0.5095;0.3167;0.0897;-0.2007
;174.4583;0.5770;0.5746;0.4977;0.3002;0.0872;-0.1992
;174.4653;0.5840;0.5750;0.4866;0.2833;0.0847;-0.1977
;174.4722;0.5640;0.5728;0.4724;0.2658;0.0823;-0.1961
;174.4792;0.5730;0.5638;0.4580;0.2480;0.0799;-0.1945
;174.4861;0.5660;0.5440;0.4441;0.2297;0.0776;-0.1927
;174.4931;0.5320;0.5184;0.4274;0.2111;0.0754;-0.1910
;174.5000;0.4850;0.4804;0.4092;0.1922;0.0732;-0.1892
;174.5069;0.4360;0.4378;0.3905;0.1732;0.0710;-0.1873
;174.5139;0.3830;0.3896;0.3704;0.1540;0.0689;-0.1854
;174.5208;0.3530;0.3438;0.3483;0.1348;0.0668;-0.1834
;174.5278;0.2910;0.3014;0.3241;0.1155;0.0649;-0.1814
;174.5347;0.2560;0.2684;0.2986;0.0963;0.0630;-0.1793
;174.5417;0.2240;0.2336;0.2710;0.0770;0.0611;-0.1772
;174.5486;0.2180;0.2070;0.2408;0.0578;0.0594;-0.1750
;174.5556;0.1790;0.1904;0.2078;0.0387;0.0577;-0.1728
;174.5625;0.1580;0.1726;0.1736;0.0197;0.0560;-0.1706
;174.5694;0.1730;0.1512;0.1348;0.0009;0.0545;-0.1683
;174.5764;0.1350;0.1332;0.0938;-0.0177;0.0530;-0.1660
;174.5833;0.1110;0.1150;0.0512;-0.0361;0.0516;-0.1636
;174.5903;0.0890;0.0860;0.0079;-0.0543;0.0501;-0.1612
;174.5972;0.0670;0.0534;-0.0350;-0.0723;0.0488;-0.1588
;174.6042;0.0280;0.0178;-0.0770;-0.0900;0.0474;-0.1563
;174.6111;-0.0280;-0.0224;-0.1190;-0.1074;0.0460;-0.1538
;174.6181;-0.0670;-0.0716;-0.1583;-0.1246;0.0447;-0.1513
;174.6250;-0.1120;-0.1252;-0.1974;-0.1415;0.0434;-0.1488
;174.6319;-0.1790;-0.1780;-0.2348;-0.1580;0.0420;-0.1463
;174.6389;-0.2400;-0.2440;-0.2728;-0.1742;0.0407;-0.1438
;174.6458;-0.2920;-0.3130;-0.3107;-0.1899;0.0394;-0.1412
;174.6528;-0.3970;-0.3838;-0.3486;-0.2053;0.0380;-0.1387
;174.6597;-0.4570;-0.4556;-0.3858;-0.2201;0.0367;-0.1362
;174.6667;-0.5330;-0.5246;-0.4218;-0.2345;0.0353;-0.1337
;174.6736;-0.5990;-0.5786;-0.4576;-0.2484;0.0339;-0.1312
;174.6806;-0.6370;-0.6266;-0.4910;-0.2617;0.0325;-0.1288
;174.6875;-0.6670;-0.6580;-0.5239;-0.2744;0.0310;-0.1263
;174.6944;-0.6970;-0.6824;-0.5554;-0.2866;0.0295;-0.1239
;174.7014;-0.6900;-0.6972;-0.5834;-0.2982;0.0279;-0.1215
;174.7083;-0.7210;-0.7102;-0.6118;-0.3092;0.0262;-0.1192
;174.7153;-0.7110;-0.7248;-0.6380;-0.3195;0.0244;-0.1169
;174.7222;-0.7320;-0.7446;-0.6622;-0.3293;0.0226;-0.1146
;174.7292;-0.7700;-0.7520;-0.6836;-0.3384;0.0206;-0.1123
;174.7361;-0.7890;-0.7626;-0.7048;-0.3469;0.0185;-0.1101
;174.7431;-0.7580;-0.7728;-0.7214;-0.3549;0.0163;-0.1080
;174.7500;-0.7640;-0.7684;-0.7354;-0.3623;0.0140;-0.1059
;174.7569;-0.7830;-0.7616;-0.7458;-0.3692;0.0116;-0.1038
;174.7639;-0.7480;-0.7618;-0.7532;-0.3754;0.0092;-0.1018
;174.7708;-0.7550;-0.7548;-0.7585;-0.3810;0.0067;-0.0999
;174.7778;-0.7590;-0.7534;-0.7623;-0.3859;0.0042;-0.0981
;174.7847;-0.7290;-0.7572;-0.7643;-0.3902;0.0017;-0.0963
;174.7917;-0.7760;-0.7630;-0.7663;-0.3937;-0.0008;-0.0946
;174.7986;-0.7670;-0.7664;-0.7650;-0.3965;-0.0033;-0.0929
;174.8056;-0.7840;-0.7848;-0.7625;-0.3985;-0.0058;-0.0914
;174.8125;-0.7760;-0.7922;-0.7577;-0.3997;-0.0082;-0.0899
;174.8194;-0.8210;-0.8002;-0.7493;-0.4001;-0.0106;-0.0885
;174.8264;-0.8130;-0.8018;-0.7383;-0.3996;-0.0130;-0.0872
;174.8333;-0.8070;-0.8036;-0.7264;-0.3983;-0.0153;-0.0860
;174.8403;-0.7920;-0.7930;-0.7140;-0.3962;-0.0175;-0.0848
;174.8472;-0.7850;-0.7830;-0.7006;-0.3933;-0.0197;-0.0837
;174.8542;-0.7680;-0.7710;-0.6876;-0.3896;-0.0218;-0.0827
;174.8611;-0.7630;-0.7606;-0.6732;-0.3852;-0.0238;-0.0818
;174.8681;-0.7470;-0.7412;-0.6580;-0.3800;-0.0258;-0.0810
;174.8750;-0.7400;-0.7174;-0.6415;-0.3742;-0.0276;-0.0803
;174.8819;-0.6880;-0.6872;-0.6220;-0.3677;-0.0294;-0.0796
;174.8889;-0.6490;-0.6498;-0.6004;-0.3606;-0.0312;-0.0790
;174.8958;-0.6120;-0.6046;-0.5771;-0.3528;-0.0328;-0.0784
;174.9028;-0.5600;-0.5590;-0.5510;-0.3445;-0.0345;-0.0780
;174.9097;-0.5140;-0.5202;-0.5218;-0.3355;-0.0362;-0.0776
;174.9167;-0.4600;-0.4872;-0.4911;-0.3259;-0.0378;-0.0773
;174.9236;-0.4550;-0.4596;-0.4598;-0.3157;-0.0395;-0.0770
;174.9306;-0.4470;-0.4358;-0.4272;-0.3048;-0.0412;-0.0768
;174.9375;-0.4220;-0.4196;-0.3939;-0.2935;-0.0429;-0.0767
;174.9444;-0.3950;-0.3922;-0.3605;-0.2816;-0.0448;-0.0767
;174.9514;-0.3790;-0.3602;-0.3263;-0.2693;-0.0467;-0.0767
;174.9583;-0.3180;-0.3214;-0.2919;-0.2566;-0.0487;-0.0768
;174.9653;-0.2870;-0.2826;-0.2574;-0.2435;-0.0508;-0.0769
;174.9722;-0.2280;-0.2316;-0.2254;-0.2301;-0.0531;-0.0771
;174.9792;-0.2010;-0.1862;-0.1948;-0.2165;-0.0555;-0.0774
;174.9861;-0.1240;-0.1380;-0.1652;-0.2026;-0.0581;-0.0778
;174.9931;-0.0910;-0.0970;-0.1383;-0.1886;-0.0608;-0.0781
;175.0000;-0.0460;-0.0522;-0.1132;-0.1745;-0.0637;-0.0786
;175.0069;-0.0230;-0.0182;-0.0893;-0.1603;-0.0668;-0.0791
;175.0139;0.0230;0.0136;-0.0642;-0.1461;-0.0700;-0.0797
;175.0208;0.0460;0.0410;-0.0390;-0.1318;-0.0735;-0.0803
;175.0278;0.0680;0.0682;-0.0130;-0.1176;-0.0771;-0.0810
;175.0347;0.0910;0.0880;0.0140;-0.1034;-0.0809;-0.0817
;175.0417;0.1130;0.1014;0.0416;-0.0891;-0.0850;-0.0825
;175.0486;0.1220;0.1108;0.0679;-0.0749;-0.0891;-0.0833
;175.0556;0.1130;0.1184;0.0954;-0.0607;-0.0935;-0.0842
;175.0625;0.1150;0.1184;0.1207;-0.0465;-0.0979;-0.0851
;175.0694;0.1290;0.1166;0.1462;-0.0323;-0.1024;-0.0860
;175.0764;0.1130;0.1216;0.1675;-0.0182;-0.1070;-0.0870
;175.0833;0.1130;0.1332;0.1871;-0.0042;-0.1117;-0.0881
;175.0903;0.1380;0.1440;0.2053;0.0097;-0.1163;-0.0892
;175.0972;0.1730;0.1666;0.2207;0.0235;-0.1209;-0.0903
;175.1042;0.1830;0.2002;0.2343;0.0373;-0.1256;-0.0914
;175.1111;0.2260;0.2346;0.2475;0.0509;-0.1301;-0.0926
;175.1181;0.2810;0.2682;0.2589;0.0644;-0.1347;-0.0938
;175.1250;0.3100;0.3118;0.2678;0.0778;-0.1391;-0.0950
;175.1319;0.3410;0.3474;0.2765;0.0911;-0.1435;-0.0963
;175.1389;0.4010;0.3782;0.2834;0.1041;-0.1479;-0.0976
;175.1458;0.4040;0.3980;0.2913;0.1168;-0.1522;-0.0989
;175.1528;0.4350;0.4096;0.2991;0.1291;-0.1564;-0.1002
;175.1597;0.4090;0.4112;0.3072;0.1411;-0.1606;-0.1015
;175.1667;0.3990;0.4028;0.3160;0.1526;-0.1646;-0.1028
;175.1736;0.4090;0.3884;0.3251;0.1636;-0.1686;-0.1042
;175.1806;0.3620;0.3820;0.3328;0.1740;-0.1725;-0.1056
;175.1875;0.3630;0.3728;0.3385;0.1837;-0.1763;-0.1069
;175.1944;0.3770;0.3534;0.3415;0.1928;-0.1800;-0.1083
;175.2014;0.3530;0.3474;0.3439;0.2010;-0.1836;-0.1097
;175.2083;0.3120;0.3336;0.3435;0.2085;-0.1871;-0.1110
;175.2153;0.3320;0.3202;0.3425;0.2150;-0.1905;-0.1124
