Date_Time;Lake Elevation
2019-06-19T07:40:00.0;2726.23
2019-06-19T07:50:00.0;2726.23
2019-06-19T08:00:00.0;2726.22
2019-06-19T08:10:00.0;2726.22
2019-06-19T08:20:00.0;2726.22
2019-06-19T08:30:00.0;2726.22
2019-06-19T08:40:00.0;2726.21
2019-06-19T08:50:00.0;2726.21
2019-06-19T09:00:00.0;2726.2
2019-06-19T09:10:00.0;2726.2
2019-06-19T09:20:00.0;2726.2
2019-06-19T09:30:00.0;2726.19
2019-06-19T09:40:00.0;2726.19
2019-06-19T09:50:00.0;2726.18
2019-06-19T10:00:00.0;2726.17
2019-06-19T10:10:00.0;2726.17
2019-06-19T10:20:00.0;2726.16
2019-06-19T10:30:00.0;2726.16
2019-06-19T10:40:00.0;2726.15
2019-06-19T10:50:00.0;2726.15
2019-06-19T11:00:00.0;2726.14
2019-06-19T11:10:00.0;2726.14
2019-06-19T11:20:00.0;2726.13
2019-06-19T11:30:00.0;2726.12
2019-06-19T11:40:00.0;2726.12
2019-06-19T11:50:00.0;2726.12
2019-06-19T12:00:00.0;2726.11
2019-06-19T12:10:00.0;2726.11
2019-06-19T12:20:00.0;2726.11
2019-06-19T12:30:00.0;2726.1
2019-06-19T12:40:00.0;2726.1
2019-06-19T12:50:00.0;2726.09
2019-06-19T13:00:00.0;2726.09
2019-06-19T13:10:00.0;2726.09
2019-06-19T13:20:00.0;2726.09
2019-06-19T13:30:00.0;2726.09
2019-06-19T13:40:00.0;2726.09
2019-06-19T13:50:00.0;2726.09
2019-06-19T14:00:00.0;2726.08
2019-06-19T14:10:00.0;2726.09
2019-06-19T14:20:00.0;2726.09
2019-06-19T14:30:00.0;2726.09
2019-06-19T14:40:00.0;2726.09
2019-06-19T14:50:00.0;2726.09
2019-06-19T15:00:00.0;2726.1
2019-06-19T15:10:00.0;2726.1
2019-06-19T15:20:00.0;2726.1
2019-06-19T15:30:00.0;2726.11
2019-06-19T15:40:00.0;2726.11
2019-06-19T15:50:00.0;2726.11
2019-06-19T16:00:00.0;2726.12
2019-06-19T16:10:00.0;2726.12
2019-06-19T16:20:00.0;2726.12
2019-06-19T16:30:00.0;2726.13
2019-06-19T16:40:00.0;2726.13
2019-06-19T16:50:00.0;2726.13
2019-06-19T17:00:00.0;2726.14
2019-06-19T17:10:00.0;2726.14
2019-06-19T17:20:00.0;2726.15
2019-06-19T17:30:00.0;2726.15
2019-06-19T17:40:00.0;2726.15
2019-06-19T17:50:00.0;2726.16
2019-06-19T18:00:00.0;2726.17
2019-06-19T18:10:00.0;2726.17
2019-06-19T18:20:00.0;2726.18
2019-06-19T18:30:00.0;2726.18
2019-06-19T18:40:00.0;2726.19
2019-06-19T18:50:00.0;2726.19
2019-06-19T19:00:00.0;2726.2
2019-06-19T19:10:00.0;2726.21
2019-06-19T19:20:00.0;2726.21
2019-06-19T19:30:00.0;2726.22
2019-06-19T19:40:00.0;2726.22
2019-06-19T19:50:00.0;2726.23
2019-06-19T20:00:00.0;2726.23
2019-06-19T20:10:00.0;2726.24
2019-06-19T20:20:00.0;2726.25
2019-06-19T20:30:00.0;2726.26
2019-06-19T20:40:00.0;2726.26
2019-06-19T20:50:00.0;2726.27
2019-06-19T21:00:00.0;2726.27
2019-06-19T21:10:00.0;2726.28
2019-06-19T21:20:00.0;2726.28
2019-06-19T21:30:00.0;2726.29
2019-06-19T21:40:00.0;2726.29
2019-06-19T21:50:00.0;2726.3
2019-06-19T22:00:00.0;2726.3
2019-06-19T22:10:00.0;2726.3
2019-06-19T22:20:00.0;2726.31
2019-06-19T22:30:00.0;2726.31
2019-06-19T22:40:00.0;2726.31
2019-06-19T22:50:00.0;2726.32
2019-06-19T23:00:00.0;2726.32
2019-06-19T23:10:00.0;2726.33
2019-06-19T23:20:00.0;2726.33
2019-06-19T23:30:00.0;2726.33
2019-06-19T23:40:00.0;2726.33
2019-06-19T23:50:00.0;2726.34
2019-06-20T00:00:00.0;2726.34
2019-06-20T00:10:00.0;2726.34
2019-06-20T00:20:00.0;2726.34
2019-06-20T00:30:00.0;2726.34
2019-06-20T00:40:00.0;2726.34
